"","groups"
"ENSG00000182154",3
"ENSG00000182156",2
"ENSG00000182158",2
"ENSG00000182162",2
"ENSG00000182168",2
"ENSG00000182170",2
"ENSG00000182173",2
"ENSG00000182175",2
"ENSG00000182177",2
"ENSG00000182179",2
"ENSG00000182180",1
"ENSG00000182183",2
"ENSG00000182185",2
"ENSG00000182187",2
"ENSG00000182195",1
"ENSG00000182196",2
"ENSG00000182197",2
"ENSG00000182199",1
"ENSG00000182208",2
"ENSG00000182218",2
"ENSG00000182220",1
"ENSG00000182223",2
"ENSG00000182224",2
"ENSG00000182230",2
"ENSG00000182240",2
"ENSG00000182247",2
"ENSG00000182253",2
"ENSG00000182255",2
"ENSG00000182256",2
"ENSG00000182261",2
"ENSG00000182263",2
"ENSG00000182264",2
"ENSG00000182271",2
"ENSG00000182272",1
"ENSG00000182287",2
"ENSG00000182307",1
"ENSG00000182308",2
"ENSG00000182315",2
"ENSG00000182318",2
"ENSG00000182324",2
"ENSG00000182325",2
"ENSG00000182326",3
"ENSG00000182327",1
"ENSG00000182329",2
"ENSG00000182330",2
"ENSG00000182333",2
"ENSG00000182334",2
"ENSG00000182346",2
"ENSG00000182348",2
"ENSG00000182359",2
"ENSG00000182362",2
"ENSG00000182372",2
"ENSG00000182378",2
"ENSG00000182379",2
"ENSG00000182389",2
"ENSG00000182393",2
"ENSG00000182400",2
"ENSG00000182405",2
"ENSG00000182415",2
"ENSG00000182446",2
"ENSG00000182447",2
"ENSG00000182450",2
"ENSG00000182459",2
"ENSG00000182463",2
"ENSG00000182472",2
"ENSG00000182473",1
"ENSG00000182481",1
"ENSG00000182489",2
"ENSG00000182492",3
"ENSG00000182504",2
"ENSG00000182508",2
"ENSG00000182511",2
"ENSG00000182512",1
"ENSG00000182518",2
"ENSG00000182521",2
"ENSG00000182533",2
"ENSG00000182534",1
"ENSG00000182541",2
"ENSG00000182544",2
"ENSG00000182545",2
"ENSG00000182551",1
"ENSG00000182552",2
"ENSG00000182557",2
"ENSG00000182566",2
"ENSG00000182568",2
"ENSG00000182575",2
"ENSG00000182578",2
"ENSG00000182580",2
"ENSG00000182583",2
"ENSG00000182585",2
"ENSG00000182591",2
"ENSG00000182600",2
"ENSG00000182601",2
"ENSG00000182606",1
"ENSG00000182613",2
"ENSG00000182621",2
"ENSG00000182628",1
"ENSG00000182631",2
"ENSG00000182634",2
"ENSG00000182636",1
"ENSG00000182645",2
"ENSG00000182652",2
"ENSG00000182667",2
"ENSG00000182670",1
"ENSG00000182674",2
"ENSG00000182676",2
"ENSG00000182685",1
"ENSG00000182687",2
"ENSG00000182698",2
"ENSG00000182700",2
"ENSG00000182704",2
"ENSG00000182712",2
"ENSG00000182718",1
"ENSG00000182732",2
"ENSG00000182742",2
"ENSG00000182747",2
"ENSG00000182749",2
"ENSG00000182752",2
"ENSG00000182759",2
"ENSG00000182768",2
"ENSG00000182771",2
"ENSG00000182774",2
"ENSG00000182782",2
"ENSG00000182783",2
"ENSG00000182791",2
"ENSG00000182793",2
"ENSG00000182795",2
"ENSG00000182798",2
"ENSG00000182809",3
"ENSG00000182810",2
"ENSG00000182816",2
"ENSG00000182827",2
"ENSG00000182831",2
"ENSG00000182836",1
"ENSG00000182853",2
"ENSG00000182854",2
"ENSG00000182858",2
"ENSG00000182866",2
"ENSG00000182870",2
"ENSG00000182871",3
"ENSG00000182872",1
"ENSG00000182885",2
"ENSG00000182890",2
"ENSG00000182896",2
"ENSG00000182898",2
"ENSG00000182899",3
"ENSG00000182901",2
"ENSG00000182902",2
"ENSG00000182903",2
"ENSG00000182916",1
"ENSG00000182919",2
"ENSG00000182923",2
"ENSG00000182931",2
"ENSG00000182934",1
"ENSG00000182938",2
"ENSG00000182944",1
"ENSG00000182950",2
"ENSG00000182952",1
"ENSG00000182957",2
"ENSG00000182963",2
"ENSG00000182968",2
"ENSG00000182973",2
"ENSG00000182974",2
"ENSG00000182979",2
"ENSG00000182983",2
"ENSG00000182985",1
"ENSG00000182986",2
"ENSG00000182993",2
"ENSG00000183010",1
"ENSG00000183011",1
"ENSG00000183018",2
"ENSG00000183019",2
"ENSG00000183020",2
"ENSG00000183023",1
"ENSG00000183024",2
"ENSG00000183032",2
"ENSG00000183034",2
"ENSG00000183035",2
"ENSG00000183036",1
"ENSG00000183044",1
"ENSG00000183048",2
"ENSG00000183049",2
"ENSG00000183054",2
"ENSG00000183060",2
"ENSG00000183066",2
"ENSG00000183067",2
"ENSG00000183072",1
"ENSG00000183077",2
"ENSG00000183087",1
"ENSG00000183090",2
"ENSG00000183091",2
"ENSG00000183092",2
"ENSG00000183098",2
"ENSG00000183111",2
"ENSG00000183114",2
"ENSG00000183117",2
"ENSG00000183128",2
"ENSG00000183134",2
"ENSG00000183137",2
"ENSG00000183145",2
"ENSG00000183146",2
"ENSG00000183150",2
"ENSG00000183153",2
"ENSG00000183155",2
"ENSG00000183160",2
"ENSG00000183161",2
"ENSG00000183166",2
"ENSG00000183172",1
"ENSG00000183185",2
"ENSG00000183186",2
"ENSG00000183196",2
"ENSG00000183206",2
"ENSG00000183207",2
"ENSG00000183208",2
"ENSG00000183230",2
"ENSG00000183246",2
"ENSG00000183248",1
"ENSG00000183251",2
"ENSG00000183255",3
"ENSG00000183258",1
"ENSG00000183260",2
"ENSG00000183269",2
"ENSG00000183273",2
"ENSG00000183281",2
"ENSG00000183283",1
"ENSG00000183287",2
"ENSG00000183291",3
"ENSG00000183303",2
"ENSG00000183304",2
"ENSG00000183305",2
"ENSG00000183307",2
"ENSG00000183309",2
"ENSG00000183310",2
"ENSG00000183313",2
"ENSG00000183317",2
"ENSG00000183318",2
"ENSG00000183323",2
"ENSG00000183324",2
"ENSG00000183336",2
"ENSG00000183337",2
"ENSG00000183340",2
"ENSG00000183346",2
"ENSG00000183347",2
"ENSG00000183354",2
"ENSG00000183378",2
"ENSG00000183379",2
"ENSG00000183386",2
"ENSG00000183389",2
"ENSG00000183395",2
"ENSG00000183396",2
"ENSG00000183397",2
"ENSG00000183401",2
"ENSG00000183421",2
"ENSG00000183423",2
"ENSG00000183426",2
"ENSG00000183431",1
"ENSG00000183434",2
"ENSG00000183439",2
"ENSG00000183454",2
"ENSG00000183463",2
"ENSG00000183474",2
"ENSG00000183475",2
"ENSG00000183476",2
"ENSG00000183479",2
"ENSG00000183484",2
"ENSG00000183486",2
"ENSG00000183495",2
"ENSG00000183496",2
"ENSG00000183508",1
"ENSG00000183513",2
"ENSG00000183520",2
"ENSG00000183527",2
"ENSG00000183530",2
"ENSG00000183542",2
"ENSG00000183549",1
"ENSG00000183559",2
"ENSG00000183560",2
"ENSG00000183569",2
"ENSG00000183570",2
"ENSG00000183571",2
"ENSG00000183576",2
"ENSG00000183578",2
"ENSG00000183579",2
"ENSG00000183580",1
"ENSG00000183597",1
"ENSG00000183598",2
"ENSG00000183605",1
"ENSG00000183607",2
"ENSG00000183615",2
"ENSG00000183617",1
"ENSG00000183621",2
"ENSG00000183624",1
"ENSG00000183625",2
"ENSG00000183628",2
"ENSG00000183629",2
"ENSG00000183631",2
"ENSG00000183632",2
"ENSG00000183638",2
"ENSG00000183640",2
"ENSG00000183644",2
"ENSG00000183647",2
"ENSG00000183648",1
"ENSG00000183654",2
"ENSG00000183655",2
"ENSG00000183662",2
"ENSG00000183665",2
"ENSG00000183668",2
"ENSG00000183671",2
"ENSG00000183682",2
"ENSG00000183684",1
"ENSG00000183688",2
"ENSG00000183690",2
"ENSG00000183691",2
"ENSG00000183695",2
"ENSG00000183696",1
"ENSG00000183706",2
"ENSG00000183709",2
"ENSG00000183715",2
"ENSG00000183718",2
"ENSG00000183722",1
"ENSG00000183723",2
"ENSG00000183726",1
"ENSG00000183733",2
"ENSG00000183734",2
"ENSG00000183735",2
"ENSG00000183741",1
"ENSG00000183742",2
"ENSG00000183747",1
"ENSG00000183751",2
"ENSG00000183753",2
"ENSG00000183760",2
"ENSG00000183762",2
"ENSG00000183763",2
"ENSG00000183765",2
"ENSG00000183770",2
"ENSG00000183773",2
"ENSG00000183775",2
"ENSG00000183778",2
"ENSG00000183779",2
"ENSG00000183780",2
"ENSG00000183783",2
"ENSG00000183785",2
"ENSG00000183793",2
"ENSG00000183795",2
"ENSG00000183798",2
"ENSG00000183801",2
"ENSG00000183807",2
"ENSG00000183808",2
"ENSG00000183813",2
"ENSG00000183814",2
"ENSG00000183826",2
"ENSG00000183828",2
"ENSG00000183831",2
"ENSG00000183833",2
"ENSG00000183837",1
"ENSG00000183840",2
"ENSG00000183844",2
"ENSG00000183850",2
"ENSG00000183853",1
"ENSG00000183856",2
"ENSG00000183862",2
"ENSG00000183864",1
"ENSG00000183873",2
"ENSG00000183876",2
"ENSG00000183878",2
"ENSG00000183888",2
"ENSG00000183891",2
"ENSG00000183908",2
"ENSG00000183914",2
"ENSG00000183918",2
"ENSG00000183921",2
"ENSG00000183943",2
"ENSG00000183955",1
"ENSG00000183960",2
"ENSG00000183963",1
"ENSG00000183971",2
"ENSG00000183977",2
"ENSG00000183978",1
"ENSG00000183979",2
"ENSG00000184005",2
"ENSG00000184007",1
"ENSG00000184009",4
"ENSG00000184012",2
"ENSG00000184014",1
"ENSG00000184022",2
"ENSG00000184032",2
"ENSG00000184033",2
"ENSG00000184047",2
"ENSG00000184056",2
"ENSG00000184058",2
"ENSG00000184060",2
"ENSG00000184076",3
"ENSG00000184083",2
"ENSG00000184108",2
"ENSG00000184110",2
"ENSG00000184113",2
"ENSG00000184117",1
"ENSG00000184140",2
"ENSG00000184144",2
"ENSG00000184148",2
"ENSG00000184154",2
"ENSG00000184155",2
"ENSG00000184156",2
"ENSG00000184160",2
"ENSG00000184162",2
"ENSG00000184163",2
"ENSG00000184164",2
"ENSG00000184166",2
"ENSG00000184178",2
"ENSG00000184182",2
"ENSG00000184185",2
"ENSG00000184194",2
"ENSG00000184203",2
"ENSG00000184205",1
"ENSG00000184206",2
"ENSG00000184207",2
"ENSG00000184209",2
"ENSG00000184210",2
"ENSG00000184216",2
"ENSG00000184220",2
"ENSG00000184221",2
"ENSG00000184226",2
"ENSG00000184227",2
"ENSG00000184232",1
"ENSG00000184254",2
"ENSG00000184260",2
"ENSG00000184261",2
"ENSG00000184270",2
"ENSG00000184271",2
"ENSG00000184276",2
"ENSG00000184277",2
"ENSG00000184281",2
"ENSG00000184292",1
"ENSG00000184293",2
"ENSG00000184302",2
"ENSG00000184304",2
"ENSG00000184305",2
"ENSG00000184307",2
"ENSG00000184313",2
"ENSG00000184321",2
"ENSG00000184330",2
"ENSG00000184343",2
"ENSG00000184344",2
"ENSG00000184345",2
"ENSG00000184347",2
"ENSG00000184349",2
"ENSG00000184350",2
"ENSG00000184351",2
"ENSG00000184357",2
"ENSG00000184361",2
"ENSG00000184363",2
"ENSG00000184368",2
"ENSG00000184371",2
"ENSG00000184374",2
"ENSG00000184378",2
"ENSG00000184381",2
"ENSG00000184384",2
"ENSG00000184388",2
"ENSG00000184389",2
"ENSG00000184394",2
"ENSG00000184402",1
"ENSG00000184408",2
"ENSG00000184428",2
"ENSG00000184432",1
"ENSG00000184434",2
"ENSG00000184436",2
"ENSG00000184445",2
"ENSG00000184451",2
"ENSG00000184454",2
"ENSG00000184459",2
"ENSG00000184465",2
"ENSG00000184470",2
"ENSG00000184471",2
"ENSG00000184478",2
"ENSG00000184481",1
"ENSG00000184486",1
"ENSG00000184489",3
"ENSG00000184492",2
"ENSG00000184497",2
"ENSG00000184500",1
"ENSG00000184502",2
"ENSG00000184507",2
"ENSG00000184508",2
"ENSG00000184515",1
"ENSG00000184517",2
"ENSG00000184524",1
"ENSG00000184530",2
"ENSG00000184544",1
"ENSG00000184545",2
"ENSG00000184557",1
"ENSG00000184560",2
"ENSG00000184564",2
"ENSG00000184571",2
"ENSG00000184574",2
"ENSG00000184575",2
"ENSG00000184584",1
"ENSG00000184588",2
"ENSG00000184599",2
"ENSG00000184601",1
"ENSG00000184602",1
"ENSG00000184611",2
"ENSG00000184613",1
"ENSG00000184619",2
"ENSG00000184634",2
"ENSG00000184635",2
"ENSG00000184640",1
"ENSG00000184647",2
"ENSG00000184650",2
"ENSG00000184659",2
"ENSG00000184661",2
"ENSG00000184672",2
"ENSG00000184675",2
"ENSG00000184677",2
"ENSG00000184678",1
"ENSG00000184697",2
"ENSG00000184698",2
"ENSG00000184702",1
"ENSG00000184708",2
"ENSG00000184709",2
"ENSG00000184716",2
"ENSG00000184719",2
"ENSG00000184724",2
"ENSG00000184730",2
"ENSG00000184731",2
"ENSG00000184735",2
"ENSG00000184743",2
"ENSG00000184752",1
"ENSG00000184785",2
"ENSG00000184786",2
"ENSG00000184787",1
"ENSG00000184788",2
"ENSG00000184792",1
"ENSG00000184811",2
"ENSG00000184814",2
"ENSG00000184828",2
"ENSG00000184831",1
"ENSG00000184838",2
"ENSG00000184840",3
"ENSG00000184845",2
"ENSG00000184857",2
"ENSG00000184860",2
"ENSG00000184863",2
"ENSG00000184867",1
"ENSG00000184887",1
"ENSG00000184895",2
"ENSG00000184897",3
"ENSG00000184898",2
"ENSG00000184900",1
"ENSG00000184903",2
"ENSG00000184905",1
"ENSG00000184908",1
"ENSG00000184911",2
"ENSG00000184916",2
"ENSG00000184922",2
"ENSG00000184923",2
"ENSG00000184924",2
"ENSG00000184925",2
"ENSG00000184933",2
"ENSG00000184937",1
"ENSG00000184939",2
"ENSG00000184945",2
"ENSG00000184949",2
"ENSG00000184954",2
"ENSG00000184956",2
"ENSG00000184967",2
"ENSG00000184979",2
"ENSG00000184983",3
"ENSG00000184984",2
"ENSG00000184985",2
"ENSG00000184986",2
"ENSG00000184988",2
"ENSG00000184990",2
"ENSG00000184992",2
"ENSG00000184995",2
"ENSG00000184999",2
"ENSG00000185000",1
"ENSG00000185002",2
"ENSG00000185008",2
"ENSG00000185009",1
"ENSG00000185010",2
"ENSG00000185013",2
"ENSG00000185015",2
"ENSG00000185019",2
"ENSG00000185022",1
"ENSG00000185024",2
"ENSG00000185028",1
"ENSG00000185033",2
"ENSG00000185038",2
"ENSG00000185040",2
"ENSG00000185043",1
"ENSG00000185046",2
"ENSG00000185049",2
"ENSG00000185052",2
"ENSG00000185053",2
"ENSG00000185055",2
"ENSG00000185056",2
"ENSG00000185069",2
"ENSG00000185070",1
"ENSG00000185085",2
"ENSG00000185088",2
"ENSG00000185090",2
"ENSG00000185100",2
"ENSG00000185101",2
"ENSG00000185104",2
"ENSG00000185105",2
"ENSG00000185112",2
"ENSG00000185115",2
"ENSG00000185122",1
"ENSG00000185127",2
"ENSG00000185129",2
"ENSG00000185130",2
"ENSG00000185133",2
"ENSG00000185149",2
"ENSG00000185155",2
"ENSG00000185156",2
"ENSG00000185158",2
"ENSG00000185163",2
"ENSG00000185164",2
"ENSG00000185176",2
"ENSG00000185177",2
"ENSG00000185187",2
"ENSG00000185189",1
"ENSG00000185198",2
"ENSG00000185201",3
"ENSG00000185215",2
"ENSG00000185219",2
"ENSG00000185220",2
"ENSG00000185222",3
"ENSG00000185231",2
"ENSG00000185236",3
"ENSG00000185238",2
"ENSG00000185245",2
"ENSG00000185246",2
"ENSG00000185247",2
"ENSG00000185250",2
"ENSG00000185252",2
"ENSG00000185261",2
"ENSG00000185262",2
"ENSG00000185264",2
"ENSG00000185267",2
"ENSG00000185269",2
"ENSG00000185271",2
"ENSG00000185272",2
"ENSG00000185274",1
"ENSG00000185278",2
"ENSG00000185290",2
"ENSG00000185291",2
"ENSG00000185294",2
"ENSG00000185298",2
"ENSG00000185303",2
"ENSG00000185304",2
"ENSG00000185305",2
"ENSG00000185306",2
"ENSG00000185313",2
"ENSG00000185324",2
"ENSG00000185338",2
"ENSG00000185339",2
"ENSG00000185340",2
"ENSG00000185344",2
"ENSG00000185345",2
"ENSG00000185347",2
"ENSG00000185352",2
"ENSG00000185359",2
"ENSG00000185361",2
"ENSG00000185372",2
"ENSG00000185379",2
"ENSG00000185385",2
"ENSG00000185386",1
"ENSG00000185404",2
"ENSG00000185414",2
"ENSG00000185418",2
"ENSG00000185420",2
"ENSG00000185432",1
"ENSG00000185436",2
"ENSG00000185437",3
"ENSG00000185442",2
"ENSG00000185448",2
"ENSG00000185453",2
"ENSG00000185467",2
"ENSG00000185475",1
"ENSG00000185477",2
"ENSG00000185479",2
"ENSG00000185480",2
"ENSG00000185482",2
"ENSG00000185483",2
"ENSG00000185499",1
"ENSG00000185504",2
"ENSG00000185507",2
"ENSG00000185513",2
"ENSG00000185515",2
"ENSG00000185518",2
"ENSG00000185519",2
"ENSG00000185522",2
"ENSG00000185523",2
"ENSG00000185527",2
"ENSG00000185532",2
"ENSG00000185551",1
"ENSG00000185559",3
"ENSG00000185561",2
"ENSG00000185565",2
"ENSG00000185567",2
"ENSG00000185585",2
"ENSG00000185591",1
"ENSG00000185608",1
"ENSG00000185610",2
"ENSG00000185614",2
"ENSG00000185615",1
"ENSG00000185619",2
"ENSG00000185621",2
"ENSG00000185624",3
"ENSG00000185627",1
"ENSG00000185630",2
"ENSG00000185633",2
"ENSG00000185634",2
"ENSG00000185640",2
"ENSG00000185650",3
"ENSG00000185651",1
"ENSG00000185652",2
"ENSG00000185658",2
"ENSG00000185662",2
"ENSG00000185664",2
"ENSG00000185666",2
"ENSG00000185668",2
"ENSG00000185669",2
"ENSG00000185670",2
"ENSG00000185674",2
"ENSG00000185681",2
"ENSG00000185686",2
"ENSG00000185689",2
"ENSG00000185697",2
"ENSG00000185716",2
"ENSG00000185721",2
"ENSG00000185722",2
"ENSG00000185728",1
"ENSG00000185730",2
"ENSG00000185736",2
"ENSG00000185737",2
"ENSG00000185739",1
"ENSG00000185742",2
"ENSG00000185745",2
"ENSG00000185753",2
"ENSG00000185758",2
"ENSG00000185760",2
"ENSG00000185761",2
"ENSG00000185774",2
"ENSG00000185775",2
"ENSG00000185787",3
"ENSG00000185792",2
"ENSG00000185798",2
"ENSG00000185800",2
"ENSG00000185803",2
"ENSG00000185808",2
"ENSG00000185811",2
"ENSG00000185813",2
"ENSG00000185818",2
"ENSG00000185821",2
"ENSG00000185823",2
"ENSG00000185825",1
"ENSG00000185829",2
"ENSG00000185838",2
"ENSG00000185842",2
"ENSG00000185860",2
"ENSG00000185862",2
"ENSG00000185863",2
"ENSG00000185864",2
"ENSG00000185869",2
"ENSG00000185873",2
"ENSG00000185875",2
"ENSG00000185880",2
"ENSG00000185883",2
"ENSG00000185885",1
"ENSG00000185888",2
"ENSG00000185894",2
"ENSG00000185896",1
"ENSG00000185897",2
"ENSG00000185899",2
"ENSG00000185900",2
"ENSG00000185905",2
"ENSG00000185909",1
"ENSG00000185915",2
"ENSG00000185917",2
"ENSG00000185920",2
"ENSG00000185924",2
"ENSG00000185926",2
"ENSG00000185933",2
"ENSG00000185940",2
"ENSG00000185942",2
"ENSG00000185946",2
"ENSG00000185947",2
"ENSG00000185950",2
"ENSG00000185955",2
"ENSG00000185958",2
"ENSG00000185960",2
"ENSG00000185962",2
"ENSG00000185963",2
"ENSG00000185966",2
"ENSG00000185972",2
"ENSG00000185973",2
"ENSG00000185974",2
"ENSG00000185982",2
"ENSG00000185985",2
"ENSG00000185988",2
"ENSG00000185989",2
"ENSG00000186001",2
"ENSG00000186007",2
"ENSG00000186009",2
"ENSG00000186010",2
"ENSG00000186017",2
"ENSG00000186020",2
"ENSG00000186026",2
"ENSG00000186038",2
"ENSG00000186047",2
"ENSG00000186049",2
"ENSG00000186051",2
"ENSG00000186063",2
"ENSG00000186073",2
"ENSG00000186074",2
"ENSG00000186075",2
"ENSG00000186081",2
"ENSG00000186086",2
"ENSG00000186088",2
"ENSG00000186090",2
"ENSG00000186092",2
"ENSG00000186094",2
"ENSG00000186103",2
"ENSG00000186104",2
"ENSG00000186105",2
"ENSG00000186106",2
"ENSG00000186111",1
"ENSG00000186113",2
"ENSG00000186115",1
"ENSG00000186118",2
"ENSG00000186119",2
"ENSG00000186130",2
"ENSG00000186132",2
"ENSG00000186136",2
"ENSG00000186141",2
"ENSG00000186143",2
"ENSG00000186146",2
"ENSG00000186150",2
"ENSG00000186153",2
"ENSG00000186160",2
"ENSG00000186166",2
"ENSG00000186174",2
"ENSG00000186184",1
"ENSG00000186185",2
"ENSG00000186187",2
"ENSG00000186188",2
"ENSG00000186190",2
"ENSG00000186191",2
"ENSG00000186193",2
"ENSG00000186197",2
"ENSG00000186198",2
"ENSG00000186204",2
"ENSG00000186205",2
"ENSG00000186207",2
"ENSG00000186212",2
"ENSG00000186222",2
"ENSG00000186226",2
"ENSG00000186230",2
"ENSG00000186231",2
"ENSG00000186260",2
"ENSG00000186265",2
"ENSG00000186272",2
"ENSG00000186280",2
"ENSG00000186281",2
"ENSG00000186283",2
"ENSG00000186288",2
"ENSG00000186297",2
"ENSG00000186298",1
"ENSG00000186300",2
"ENSG00000186306",2
"ENSG00000186310",1
"ENSG00000186314",2
"ENSG00000186318",1
"ENSG00000186326",2
"ENSG00000186329",2
"ENSG00000186334",2
"ENSG00000186335",2
"ENSG00000186340",2
"ENSG00000186350",2
"ENSG00000186352",1
"ENSG00000186364",2
"ENSG00000186367",2
"ENSG00000186376",2
"ENSG00000186377",2
"ENSG00000186393",2
"ENSG00000186395",2
"ENSG00000186399",2
"ENSG00000186407",2
"ENSG00000186409",2
"ENSG00000186416",2
"ENSG00000186417",2
"ENSG00000186431",2
"ENSG00000186432",2
"ENSG00000186439",2
"ENSG00000186440",2
"ENSG00000186442",2
"ENSG00000186446",2
"ENSG00000186448",2
"ENSG00000186451",2
"ENSG00000186452",2
"ENSG00000186453",2
"ENSG00000186458",2
"ENSG00000186462",1
"ENSG00000186468",3
"ENSG00000186469",1
"ENSG00000186470",2
"ENSG00000186471",2
"ENSG00000186472",2
"ENSG00000186474",2
"ENSG00000186479",2
"ENSG00000186480",3
"ENSG00000186487",2
"ENSG00000186493",2
"ENSG00000186496",2
"ENSG00000186501",2
"ENSG00000186509",2
"ENSG00000186510",1
"ENSG00000186513",2
"ENSG00000186517",2
"ENSG00000186522",1
"ENSG00000186523",2
"ENSG00000186526",2
"ENSG00000186529",1
"ENSG00000186532",2
"ENSG00000186562",2
"ENSG00000186564",2
"ENSG00000186566",2
"ENSG00000186567",2
"ENSG00000186572",2
"ENSG00000186575",2
"ENSG00000186577",2
"ENSG00000186579",2
"ENSG00000186583",2
"ENSG00000186591",1
"ENSG00000186599",2
"ENSG00000186603",2
"ENSG00000186625",2
"ENSG00000186628",2
"ENSG00000186635",2
"ENSG00000186638",2
"ENSG00000186642",2
"ENSG00000186648",2
"ENSG00000186652",2
"ENSG00000186654",2
"ENSG00000186660",1
"ENSG00000186665",2
"ENSG00000186666",2
"ENSG00000186675",2
"ENSG00000186684",2
"ENSG00000186687",2
"ENSG00000186710",2
"ENSG00000186714",2
"ENSG00000186716",2
"ENSG00000186723",2
"ENSG00000186732",1
"ENSG00000186765",2
"ENSG00000186766",2
"ENSG00000186767",2
"ENSG00000186777",2
"ENSG00000186787",2
"ENSG00000186790",2
"ENSG00000186792",2
"ENSG00000186795",2
"ENSG00000186803",2
"ENSG00000186806",2
"ENSG00000186810",2
"ENSG00000186812",2
"ENSG00000186814",2
"ENSG00000186815",2
"ENSG00000186818",2
"ENSG00000186827",2
"ENSG00000186832",2
"ENSG00000186834",1
"ENSG00000186838",2
"ENSG00000186844",2
"ENSG00000186847",2
"ENSG00000186854",2
"ENSG00000186860",2
"ENSG00000186862",2
"ENSG00000186866",2
"ENSG00000186867",2
"ENSG00000186868",1
"ENSG00000186871",2
"ENSG00000186881",2
"ENSG00000186889",2
"ENSG00000186891",2
"ENSG00000186895",2
"ENSG00000186897",2
"ENSG00000186907",2
"ENSG00000186908",2
"ENSG00000186910",1
"ENSG00000186912",2
"ENSG00000186918",2
"ENSG00000186919",2
"ENSG00000186924",2
"ENSG00000186925",2
"ENSG00000186930",2
"ENSG00000186943",2
"ENSG00000186951",2
"ENSG00000186952",2
"ENSG00000186965",2
"ENSG00000186967",2
"ENSG00000186970",2
"ENSG00000186971",2
"ENSG00000186973",2
"ENSG00000186976",2
"ENSG00000186977",2
"ENSG00000186980",2
"ENSG00000186994",2
"ENSG00000186998",2
"ENSG00000187003",2
"ENSG00000187005",2
"ENSG00000187010",2
"ENSG00000187017",2
"ENSG00000187021",2
"ENSG00000187024",2
"ENSG00000187026",2
"ENSG00000187033",2
"ENSG00000187037",2
"ENSG00000187045",2
"ENSG00000187048",3
"ENSG00000187049",2
"ENSG00000187051",2
"ENSG00000187054",2
"ENSG00000187066",2
"ENSG00000187068",2
"ENSG00000187079",2
"ENSG00000187080",2
"ENSG00000187082",2
"ENSG00000187091",2
"ENSG00000187094",1
"ENSG00000187097",2
"ENSG00000187098",2
"ENSG00000187105",2
"ENSG00000187109",3
"ENSG00000187116",2
"ENSG00000187118",2
"ENSG00000187122",2
"ENSG00000187123",2
"ENSG00000187134",2
"ENSG00000187135",2
"ENSG00000187140",2
"ENSG00000187144",2
"ENSG00000187147",2
"ENSG00000187151",2
"ENSG00000187164",1
"ENSG00000187166",2
"ENSG00000187170",2
"ENSG00000187173",2
"ENSG00000187175",2
"ENSG00000187180",2
"ENSG00000187187",2
"ENSG00000187189",1
"ENSG00000187191",2
"ENSG00000187193",3
"ENSG00000187210",2
"ENSG00000187223",2
"ENSG00000187231",2
"ENSG00000187238",2
"ENSG00000187239",1
"ENSG00000187240",2
"ENSG00000187242",2
"ENSG00000187243",2
"ENSG00000187244",3
"ENSG00000187257",2
"ENSG00000187258",2
"ENSG00000187260",2
"ENSG00000187266",1
"ENSG00000187268",2
"ENSG00000187272",2
"ENSG00000187288",2
"ENSG00000187323",2
"ENSG00000187325",2
"ENSG00000187391",2
"ENSG00000187398",2
"ENSG00000187416",2
"ENSG00000187446",1
"ENSG00000187474",2
"ENSG00000187475",2
"ENSG00000187479",1
"ENSG00000187486",2
"ENSG00000187492",2
"ENSG00000187498",3
"ENSG00000187510",2
"ENSG00000187513",1
"ENSG00000187514",3
"ENSG00000187516",2
"ENSG00000187522",2
"ENSG00000187527",2
"ENSG00000187531",2
"ENSG00000187533",2
"ENSG00000187535",2
"ENSG00000187537",2
"ENSG00000187545",2
"ENSG00000187546",2
"ENSG00000187550",2
"ENSG00000187553",2
"ENSG00000187554",2
"ENSG00000187555",1
"ENSG00000187556",2
"ENSG00000187559",2
"ENSG00000187566",2
"ENSG00000187569",2
"ENSG00000187581",2
"ENSG00000187583",2
"ENSG00000187595",2
"ENSG00000187601",1
"ENSG00000187605",2
"ENSG00000187607",2
"ENSG00000187608",2
"ENSG00000187609",2
"ENSG00000187612",2
"ENSG00000187616",2
"ENSG00000187624",2
"ENSG00000187626",2
"ENSG00000187627",2
"ENSG00000187630",2
"ENSG00000187634",2
"ENSG00000187642",2
"ENSG00000187650",2
"ENSG00000187658",2
"ENSG00000187664",2
"ENSG00000187672",2
"ENSG00000187676",2
"ENSG00000187678",2
"ENSG00000187682",2
"ENSG00000187688",2
"ENSG00000187689",2
"ENSG00000187690",2
"ENSG00000187699",2
"ENSG00000187701",2
"ENSG00000187713",1
"ENSG00000187714",2
"ENSG00000187715",2
"ENSG00000187720",2
"ENSG00000187726",2
"ENSG00000187730",1
"ENSG00000187733",2
"ENSG00000187735",2
"ENSG00000187736",2
"ENSG00000187741",2
"ENSG00000187742",2
"ENSG00000187747",2
"ENSG00000187753",2
"ENSG00000187754",2
"ENSG00000187758",3
"ENSG00000187764",2
"ENSG00000187766",2
"ENSG00000187772",2
"ENSG00000187773",2
"ENSG00000187775",2
"ENSG00000187778",1
"ENSG00000187783",1
"ENSG00000187790",2
"ENSG00000187792",2
"ENSG00000187796",2
"ENSG00000187800",2
"ENSG00000187801",2
"ENSG00000187806",2
"ENSG00000187808",2
"ENSG00000187815",2
"ENSG00000187821",2
"ENSG00000187823",2
"ENSG00000187824",2
